X,CXCL8,MMP7,CA4,ADH1C,GUCA2A,GUCA2B,CEMIP,ZG16,CLCA4,MS4A12,CLDN1
T,185.28352,897.5181,24.237247,563.58624,26.115955,28.109184,510.89142,112.60878,28.01684,26.876268,1593.0408
T,10.73136,64.72046,9.445507,62.721767,10.926001,10.94566,809.56445,45.597153,10.821481,10.35417,1093.1094
T,17.99237,212.65723,15.062541,1903.2067,23.08098,18.398249,438.7763,375.65652,130.16881,111.34629,60.383896
T,377.6309,17132.582,27.632092,999.3139,41.606457,3.0756261,552.45044,26.757383,2.9697623,2.7868927,2134.217
T,181.92978,94.901146,727.69147,5455.4004,2.172953,2.399423,1171.2314,323.79498,22.965574,2.225569,941.0808
T,24.753563,271.44275,22.267227,689.4213,1.852002,7.7362165,31.924942,219.62729,10.06632,22.288242,976.6029
T,17.499508,320.41147,11.23547,1788.3245,68.485214,6.222459,81.707466,15.892687,3.4378047,3.171097,1289.7103
T,66.65281,17176.479,3.2361877,13394.185,55.570873,6.9934115,1469.262,1295.46,164.49092,2.35291,641.14624
T,496.47815,25999.922,3.134716,103.29869,35.71114,5.2009506,1088.0249,40.058186,14.277209,2.163347,1223.6523
T,167.13367,99.417435,200.0296,83.20945,7.019358,2.9093847,162.80476,54.76169,4.723329,2.84156,123.168335
T,143.5092,21426.814,237.3124,6804.728,74.02736,62.738647,655.68506,330.99213,37.415607,28.884916,3075.278
T,382.66925,51866.44,487.96393,1786.2168,13.921458,7.9780426,557.7424,9.777445,7.7890196,7.341485,720.8761
T,1170.1171,541.6313,4.1040792,1300.9418,4.6125827,23.51354,719.77234,58.446445,5.122543,4.814312,3095.7375
T,256.46036,190.80156,19.016556,1107.4982,210.4256,7.89508,93.81216,27.3708,95.658424,25.625736,811.45844
T,68.56408,45870.473,7.519574,137.38066,27.585945,5.1280527,1339.4247,193.29643,12.00472,19.001303,1193.7057
T,598.13806,7120.9614,4.394948,42.134296,15.107462,5.5406,1389.8081,18.242558,46.449234,5.152517,1202.74
T,1544.9452,11765.445,28.560286,5791.3555,5.4445024,7.649581,1106.947,11.003969,9.628976,5.9337034,4347.7373
T,590.1781,133.38243,4.691812,407.80774,64.52885,25.58508,96.468094,5.4883347,10.97987,5.450316,974.8266
T,562.3645,1279.5194,66.59919,3885.551,373.34433,29.947172,829.6832,96.313774,14.122549,6.94003,3795.1426
T,45.869343,2321.8281,164.4252,264.62573,205.60466,12.711259,36.20374,171.4949,7.3624105,3.4304419,2631.178
T,48.64874,903.94086,24.241776,31.070955,24.50239,6.8505726,723.4659,124.07061,29.714064,12.114809,2804.1804
T,245.90617,88.97599,80.198235,40.491886,43.00398,4.4626794,424.48798,31.722946,4.4168835,4.1471257,3597.9578
T,144.02283,2630.444,236.67055,5901.8706,5.1435685,5.888616,968.55304,5.260003,5.7830415,5.3424807,2940.9082
T,97.669815,165.15886,5.1242957,6287.6626,43.27044,2.649875,573.82074,64.01959,2.834815,4.9591584,2315.443
T,75.22235,3048.9558,3.0661747,250.3652,3.4994907,3.759794,250.3806,177.07812,3.9373803,3.4689877,1370.1421
T,57.50737,15.702302,410.6074,65.95603,298.5452,22.46755,535.07587,22.544487,3.2642493,2.947288,508.22974
T,199.79457,7785.262,4.12377,564.3725,6.0519767,2.730537,841.98315,19.099194,4.800314,2.521244,1499.2825
T,163.32556,4497.7295,8.132826,12170.624,163.52008,5.3320417,118.42711,136.02509,12.528859,19.55715,4687.426
T,253.01631,5891.8877,13.306591,226.30452,8.56898,6.4453745,3431.6465,197.61829,2.7570941,37.17387,2781.8203
T,327.37152,5858.484,2.414018,131.24728,13.073982,2.39157,2167.2068,43.885204,5.3825593,2.630373,4495.9253
T,342.70605,1742.2651,52.586563,1494.7323,25.41479,3.352867,3934.928,259.77798,26.69059,13.21764,1016.1612
T,369.27335,3945.0593,10.761799,376.79507,4.1519847,4.477246,1489.3304,10.663331,4.514414,4.147385,3098.3232
T,224.84805,13571.096,6.739899,8181.3335,7.9173665,7.1073036,433.5268,180.00687,471.1436,10.501149,1236.5421
T,56.112705,2198.0127,3.3660448,215.36649,258.09064,5.033368,44.25616,20.969944,3.2996547,3.386024,996.1475
T,31.116442,1080.4398,4.0204887,373.97467,17.409822,5.278688,1202.0969,38.388325,5.0828285,4.6945724,2380.3674
T,103.83882,624.0768,15.724528,1729.0067,54.786835,5.8864326,367.01526,155.39775,5.836837,14.552131,2079.767
T,120.67211,23501.137,6.422623,167.7991,6.948115,7.674286,836.554,7.198569,7.518627,13.29733,2846.369
T,262.9952,1375.5071,210.86583,3106.1013,102.234604,5.66133,289.0264,80.522514,18.68975,5.1691155,1901.9238
T,140.04572,160.69925,6.0044365,342.64465,78.813934,7.4554634,691.03424,434.0395,11.396209,15.39525,962.1844
T,26.408508,15423.431,204.00612,1821.9196,39.15473,3.3527308,573.78815,7.904616,3.3532689,3.04586,125.20557
T,204.50813,41511.316,2.970498,7.963941,5.131726,2.868721,1780.3793,2.638671,2.8658538,2.578816,917.0554
T,843.4923,322.3807,78.32958,563.4387,9.77382,13.318471,192.85051,41.45548,4.213399,7.401864,856.461
T,59.06568,333.5911,71.548096,3352.5083,425.79706,9.397679,315.4079,49.45852,3.186758,9.265483,1953.938
T,148.12804,632.9695,633.9221,102.98512,4.667571,5.118855,326.34756,64.76784,5.1372166,4.70133,1653.7434
T,145.90126,274.20526,138.89981,468.99643,357.49,5.939375,456.02246,58.66202,4.8252354,4.4572606,821.64484
T,210.2397,23594.674,914.2451,2255.94,6.6821146,7.581947,170.3275,6.992643,7.3587737,6.955428,1379.7115
T,244.35344,4309.367,26.225332,155.47508,20.663078,5.8525453,4182.543,1029.8849,70.65367,7.4183755,6144.8096
T,112.850784,551.85876,41.182575,648.2868,69.29019,7.764325,888.90656,778.45215,7.831,7.647006,2956.0251
T,155.09338,2706.306,57.0989,321.6674,12.775639,7.278947,393.9173,726.0055,125.63341,6.575477,4660.453
T,221.58745,3863.0803,4.699849,1700.2017,140.68451,6.1970096,651.1984,61.97927,10.22182,5.492432,2267.0984
T,163.65465,2471.272,5.062753,71.580475,168.60716,3.7558537,231.73035,45.054325,3.8785799,3.312528,1708.2633
T,103.52728,136.20175,3.0759287,529.73553,10.750739,3.4593608,75.66793,13.483158,3.5160568,3.075385,473.81116
T,384.3785,2908.079,1214.5011,317.48444,88.1605,38.9019,134.4758,77.50177,520.4903,4.9271083,625.634
T,13.716789,31.210163,7.622378,333.30896,15.618569,3.102098,196.91113,50.942062,3.103064,4.971034,599.5735
T,139.7152,9239.55,5.3821564,166.6736,35.174244,6.7228312,893.6393,190.29987,6.4069614,229.47803,812.70764
T,7.9764767,165.20511,7.236594,62.650745,19.189259,3.4710033,420.66833,12.72666,3.3907633,4.387199,178.28084
T,71.465,1703.3143,4.2417245,1028.378,4.720101,5.175688,468.13504,176.17233,5.268217,4.6148067,120.80141
T,15.675309,6314.2695,8.753358,1728.409,9.967629,11.28991,1273.4424,196.177,11.33453,10.751041,2722.9963
T,26.767096,2171.7917,4.9284463,10245.917,5.785851,6.351709,1662.7352,5.8225546,6.3502407,19.738539,3689.237
T,46.46499,7910.9253,4.531711,15587.66,11.43641,5.5027013,328.27646,5.029386,5.388718,5.0245156,1299.7607
T,106.449615,47.485043,13.773588,305.63962,15.49279,17.23005,276.35797,16.073606,17.308456,15.7465515,544.5557
T,132.52138,4822.183,5.062244,5.873095,5.591283,6.15007,1578.5017,14.81799,6.0874524,5.513856,519.1934
T,295.0641,5540.1597,63.309025,435.1349,18.18154,5.2710524,1383.1085,67.15994,7.094375,4.8283486,851.1844
T,18.416471,813.352,93.67452,692.3854,57.200825,4.6551003,411.81894,12.30924,4.597452,4.3717365,561.7169
T,72.37642,1086.6635,56.920666,11722.747,27.688627,3.6401122,248.69527,16.93568,4.66527,3.2859962,683.0985
T,221.54115,228.16554,4.9522357,38.673885,4.642174,5.4518304,453.47693,4.8800826,29.665705,4.771636,793.8559
N,3.486337,86.04026,370.64728,11742.314,147.7157,27.727905,35.225388,5133.481,141.98839,14.46859,85.1277
N,19.33328,441.69223,81.235695,3778.049,71.32139,7.964281,22.627483,15927.754,75.19657,2.8263009,98.850395
N,11.91645,4.944101,436.7596,10158.623,563.2276,239.98013,4.453267,30264.717,145.85439,105.45121,12.72265
N,15.19784,8.991094,4438.235,7575.7383,2787.7478,2020.4263,32.502613,69435.58,1585.9716,708.6251,25.871489
N,9.402399,2.925662,2108.1118,11984.297,2907.6448,1277.8829,14.78697,31416.041,443.0356,1079.3491,41.709393
T,46.56664,177.8734,55.50762,38.78314,12.10034,3.943367,129.4711,81.07776,3.8467,4.957879,463.4695
T,94.9405,7986.599,8.509305,5281.845,39.95447,6.540977,699.2932,22.4991,6.376308,6.388286,2823.749
T,244.1866,189.7374,27.54606,1426.044,19.78618,2.355946,670.7028,25.48709,21.46839,4.00933,5863.305
T,10.49101,3178.419,3.562988,144.2453,3.970703,4.700398,2078.996,75.06171,4.476688,4.242274,225.1589
T,348.3682,1352.983,78.76188,8997.811,41.67418,8.171905,95.03534,48.93394,7.777729,94.01002,2083.431
T,128.6493,430.9102,4.143569,46.25904,15.10353,6.165934,1605.127,360.156,5.185471,4.90241,4836.832
T,79.75185,6704.207,134.111,1658.506,9.947642,6.042531,430.5046,310.3319,30.79115,5.339795,560.1173
T,12.98832,4301.548,155.455,19709.88,15.56461,5.311604,261.4589,119.4154,5.142795,4.76348,981.4024
